,bin,name,first_author,author_corresponding,counts,work_citedby
432,0,Genomic Studies and Association Analyses,4,1,6,442
433,0,Genotoxicity and Carcinogenesis Mechanisms,1,0,2,143
434,0,Geometric Function Theory and Complex Analysis,0,0,1,3
435,0,Geometric Modeling and Nanomaterial Applications in Engineering,1,1,1,0
436,0,Gliomas,4,0,9,609
437,0,Global Amphibian Declines and Extinctions,1,0,1,31
438,0,Global Burden of Antimicrobial Resistance,2,3,4,403
439,0,Global Burden of Child Injury Prevention,2,0,5,137
440,0,Global Burden of Chronic Pain,0,1,3,141
441,0,Global Burden of Foodborne Pathogens,2,1,7,1298
442,0,Global Burden of Group A Streptococcal Diseases,1,1,4,293
443,0,Global Cancer Incidence and Mortality Patterns,1,0,1,55
444,0,Global Challenge of Antibiotic Resistance in Bacteria,1,3,5,1065
445,0,Global Drought Monitoring and Assessment,1,1,1,6
446,0,Global Epidemiology of HIV and Drug Use,3,1,5,132
447,0,Global Epidemiology of Myopia and Visual Impairment,1,0,4,48
448,0,Global Health Biotechnology and Innovation,1,1,1,0
449,0,Global Impact of Arboviral Diseases,1,0,5,160
450,0,Global Impact of Helminth Infections and Control Strategies,1,0,1,41
451,0,Global Impact of Korean Popular Culture,1,1,1,0
452,0,Global Maternal and Child Health Outcomes,7,3,7,179
453,0,Global Prevalence and Treatment of Glaucoma,4,1,7,230
454,0,Global Social Movements of the 1960s and 1970s,0,0,1,5
455,0,Global Trends in Colorectal Cancer Research,2,1,2,38
456,0,Global Trends in Infertility and Reproductive Technologies,2,1,2,333
457,0,Global Trends in Obesity and Overweight Research,2,1,2,29
458,0,Globalization of Law and Legal Methodology,1,1,1,1
459,0,Glycosylation in Health and Disease,2,2,5,96
460,0,Gold Catalysis in Organic Synthesis,1,0,3,84
461,0,Granular Cell Tumor: Clinical and Pathological Characteristics,0,0,1,106
462,0,Graph Labeling and Dimension Problems,1,0,2,14
463,0,Graph Spectra and Topological Indices,1,1,1,201
464,0,Graph Theory and Algorithms,2,1,9,114
465,0,Guillain-Barré Syndrome and Related Neuropathies,2,2,3,289
466,0,HER2 Signaling in Breast Cancer Treatment,0,0,1,38
467,0,Harmful Algal Blooms and Marine Toxins,0,0,2,148
468,0,Health Consequences of Female Genital Mutilation/Cutting,2,1,2,54
469,0,Health Economics and Quality of Life Assessment,4,1,15,427
470,0,Health Effects of Air Pollution,7,10,28,3266
471,0,Health Effects of Precarious Employment and Unemployment,1,0,1,823
472,0,Health Effects of Soy Isoflavones and Phytoestrogens,0,0,1,53
473,0,Health Effects of Tea Polyphenols,1,0,1,38
474,0,Health Risks in Children and Adolescents,0,1,1,0
475,0,Helicobacter pylori Infection and Gastric Cancer,1,1,5,636
476,0,Hematopoietic Stem Cell Biology,5,3,28,670
477,0,Heme Oxygenase and Carbon Monoxide Research,2,2,2,6
478,0,Hemoglobin Function and Regulation in Vertebrates,0,1,2,895
479,0,Hemostatic Agents and Techniques,0,0,1,5
480,0,Heparin-Induced Thrombocytopenia and Thrombosis,0,0,2,54
481,0,Hepatitis B Infection and Treatment,0,2,9,42
482,0,Hepatitis C Infection and Treatment,2,1,26,2725
483,0,Hepatitis E Infection and Treatment,1,0,2,106
484,0,Herbal Medicine Use and Safety Monitoring,0,0,3,152
485,0,Hereditary Angioedema: Molecular Mechanisms and Clinical Management,0,0,2,27
486,0,Hernia Repair Techniques and Materials,1,0,2,72
487,0,"Herpesviruses: Epidemiology, Pathogenesis, and Management",0,0,4,166
488,0,Heterocyclic Compounds for Drug Discovery,0,0,1,72
489,0,Heutagogy and Lifelong Learning,1,1,1,7
490,0,Hip Arthroplasty Techniques and Materials,1,0,2,4
491,0,Hirschsprung Disease and Enteric Nervous System Development,2,0,2,178
492,0,Historical Evolution of Neurological Studies and Discoveries,2,2,2,0
493,0,Historical and Theoretical Study of Music,1,1,1,3
494,0,History and Development of Neurosurgery as a Medical Field,2,2,2,27
495,0,History and Development of Psychological Science,3,2,4,68
496,0,History of Science and Medicine,2,2,2,3
497,0,Homogeneous Catalysis with Transition Metals,1,2,2,9
498,0,Human Immunodeficiency Virus/Acquired Immunodeficiency Syndrome,17,11,80,5481
499,0,Human Papillomavirus and Cervical Cancer Epidemiology,0,1,7,356
500,0,Human Rights and Development in Global Governance,2,2,2,4
501,0,Hydrodynamics of Active Matter,1,1,1,0
502,0,Hypereosinophilic Syndrome and Related Disorders,0,0,1,0
503,0,Hyperglycemic Chorea and Basal Ganglia Lesions,4,2,5,55
504,0,Hypersexual Disorder and Pornography Consumption,0,0,2,198
505,0,Idiopathic Pulmonary Fibrosis: Diagnosis and Management,2,0,3,172
506,0,Image Denoising Techniques and Algorithms,1,0,2,11
507,0,Image Segmentation Techniques,1,0,1,7
508,0,Immunobiology of Dendritic Cells,16,7,60,2814
509,0,Immunological Mechanisms in Atherosclerosis Development,3,1,4,25
510,0,Immunological Mechanisms in Pregnancy and Fetal-Maternal Interface,1,0,6,882
511,0,Immunotoxin Therapy for Cancer Treatment,1,0,4,915
512,0,Impact of Assisted Reproductive Technology on Perinatal Outcomes,0,0,3,50
513,0,Impact of Bilateral Investment Treaties on FDI,2,2,2,159
514,0,Impact of Child Labor Interventions,1,0,1,51
515,0,Impact of Chronic Stress on Cancer Progression,1,0,2,291
516,0,Impact of Climate Change on Human Health,1,1,1,12
517,0,Impact of Farming on Health and Safety,0,0,1,2
518,0,Impact of Flipped Classroom on Learning Outcomes,1,1,1,17
519,0,Impact of Food Insecurity on Health Outcomes,0,0,1,10
520,0,Impact of Fructose on Metabolic Health,0,0,2,46
521,0,Impact of Gestational Diabetes Mellitus on Pregnancy,3,1,6,164
522,0,Impact of HIV Infection on Cardiovascular Health,2,0,8,155
523,0,Impact of Health Literacy on Health Outcomes,8,1,12,3568
524,0,Impact of Healthcare Workforce on Public Health,1,0,1,3
525,0,Impact of Hearing Loss on Cognitive Function,1,0,1,19
526,0,Impact of Homelessness on Health and Well-being,1,0,3,44
527,0,Impact of Hospital Handoffs on Patient Care,1,0,6,208
528,0,Impact of Hyperglycemia on Health Outcomes,1,0,3,138
529,0,Impact of Infrastructure and Taxation on Economic Growth,0,0,3,131
530,0,Impact of International Trade on Productivity and Growth,0,0,1,12
531,0,Impact of Language Interpretation in Healthcare,0,0,1,36
532,0,Impact of Mass Incarceration on Society and Individuals,2,2,6,290
533,0,Impact of Maternal Mental Health on Offspring,2,2,8,712
534,0,Impact of Medical Malpractice on Healthcare System,4,4,4,133
535,0,Impact of Nurse Practitioners in Primary Care,1,0,1,165
536,0,Impact of Obesity on Cancer Risk and Prognosis,0,0,1,183
537,0,Impact of Oil Price Shocks on Economy,1,0,2,64
538,0,Impact of Parental Illness on Children and Families,0,0,1,22
539,0,Impact of Parenting Stress on Caregivers and Families,1,0,1,20
540,0,Impact of Persistent Organic Pollutants on Environment and Health,1,0,1,243
541,0,Impact of Pharmaceutical Industry Sponsorship on Research,0,0,1,105
542,0,Impact of Private International Law on European Union,1,1,1,0
543,0,Impact of Religion and Spirituality on Health Outcomes,0,0,2,63
544,0,Impact of School Discipline Policies on Students,1,0,1,50
545,0,Impact of Social Factors on Health Outcomes,3,1,8,564
546,0,Impact of Social Media on Consumer Behavior,1,0,2,226
547,0,Impact of Social Media on Healthcare Communication,2,1,4,0
548,0,Impact of Social Structure on Crime and Delinquency,2,2,3,246
549,0,Impact of Stigma on Mental Health Care,3,1,8,264
550,0,Impact of Trauma Care Systems on Mortality,1,0,2,119
551,0,Impacts of Climate Change on Marine Fisheries,0,0,1,112
552,0,Impacts of Crayfish Invasions on Freshwater Ecosystems,0,0,1,75
553,0,Implementation of Evidence-Based Practice in Healthcare,1,1,2,18
554,0,Importance and Conservation of Freshwater Biodiversity,1,0,2,2
555,0,Importance of Financial Literacy and Retirement Planning,1,1,2,30
556,0,Importance of Social Skills in Education and Development,1,0,1,0
557,0,Improving Communication in Referral Process,1,0,1,23
558,0,Improving Patient Safety in Healthcare Settings,2,2,3,3
559,0,Induction and Differentiation of Pluripotent Stem Cells,1,0,2,39
560,0,Infection Control in Healthcare Settings,1,1,1,24
561,0,Inflammation and Obesity-Related Metabolic Disorders,1,0,7,538
562,0,Influence of Climate on Human Conflict,1,0,1,7
563,0,Influence of Corporations on Public Health Policy,3,1,4,51
564,0,Influence of Magnetic Fields on Biological Systems,1,1,1,0
565,0,Influence of Multicultural Factors on Adolescent Well-being,0,0,1,86
566,0,Influenza Virus Research and Epidemiology,0,2,13,1808
567,0,Influenza-Associated Encephalopathy and Encephalitis,1,1,1,10
568,0,Information Science and Technology Development,0,0,1,26
569,0,Infrared Detector Technologies,1,0,1,0
570,0,Injuries in Alpine Skiing and Snowboarding,0,0,1,34
571,0,Innate Immune Recognition and Signaling Pathways,4,3,19,3281
572,0,Innate Immunity to Viral Infection,0,0,1,0
573,0,Innovations in Engineering Education and Curriculum Development,1,1,1,12
574,0,Innovations in Management Education and Curriculum Development,1,0,1,77
575,0,Innovations in Organic Synthesis Reactions,1,1,1,0
576,0,Institutional Theory and Organizational Change,1,1,1,11
577,0,Institutions and Economic Growth: Empirical Investigations and Theories,1,0,2,69
578,0,Insulin-like Growth Factors in Health and Disease,1,0,5,323
579,0,Integration of Palliative Care in End-of-Life,2,2,4,156
580,0,Integration of Renewable Energy Sources in Europe,1,0,3,54
581,0,Integrin Signaling in Inflammation and Cancer,3,3,26,2264
582,0,Intelligence Studies and Analysis in Modern Context,1,1,1,0
583,0,Inter-Rater Reliability in Scientific Studies,2,1,4,68
584,0,Interactions of Legionella and Amoebae in Disease,0,0,2,276
585,0,Intergenerational Family Relationships and Support,3,1,3,109
586,0,Intergroup Relations and Social Identity Theories,2,1,2,96
587,0,International Criminal Law and Human Rights Obligations,1,1,1,0
588,0,International Finance and Capital Flows,1,0,5,115
589,0,International Political Interactions,1,0,4,419
590,0,Interoception and Somatic Symptoms,3,0,3,105
591,0,Intersectionality in LGBTQ+ Mental Health,0,0,3,168
592,0,Intersections of Freedom of Speech and Civil Rights,2,1,2,0
593,0,Intimate Partner Violence and Health Consequences,2,1,9,254
594,0,Intraoperative Neurophysiological Monitoring in Surgery,2,2,5,241
595,0,Intussusception and Meckel's Diverticulum,0,0,1,0
596,0,Inverse Problems in Mathematical Physics and Imaging,1,0,1,2
597,0,Inverse Radiative Heat Transfer Analysis,0,0,1,34
598,0,Invertebrate Immunity and Host Defense Mechanisms,1,0,1,284
599,0,Israeli-Palestinian Conflict and Ethnic Identity in Israel,1,1,1,5
600,0,Judicial Politics and Legal Consciousness,1,0,1,4
601,0,Judicial Review in European Legal Systems,2,2,2,8
602,0,Kidney Transplantation,4,1,28,2509
603,0,Knowledge Management and Organizational Innovation,2,2,4,3155
604,0,Labor Relations and Union Revitalization Studies,1,1,1,2
605,0,Laboratory Safety and Chemical Management Practices,0,0,1,1
606,0,Laser-Induced Breakdown Spectroscopy in Material Analysis,0,0,1,13
607,0,Law and Economics of Public Policy and Regulation,4,3,4,43
608,0,Learning and Inference in Bayesian Networks,0,0,1,55
609,0,Legal and Environmental Studies in Latin America,1,1,1,0
610,0,Legal and Policy Dimensions in Transnational Contexts,8,8,8,9
611,0,Legal and Social Transformations in Europe,1,1,1,0
612,0,Limits and Structures in Graph Theory,6,5,20,719
613,0,Lipid Metabolism in Cancer Pathogenesis,0,0,2,81
614,0,Lipid Rafts and Membrane Dynamics,4,0,12,451
615,0,Liquid Crystal Research,0,0,1,43
616,0,Listeria Monocytogenes Pathogenesis and Food Safety,0,0,1,245
617,0,"Literature, History, and Cultural Studies",1,1,1,2
618,0,Liver Cirrhosis and Associated Complications,0,0,2,32
619,0,Liver Transplantation and Graft Survival Analysis,0,0,3,138
620,0,Long-Term Effects of Testosterone on Health,0,0,6,742
621,0,Low-Cost Air Quality Monitoring Systems,1,2,2,0
622,0,Lymphangiogenesis in Cancer Metastasis and Disease,0,0,5,1110
623,0,Lymphoid Neoplasms,5,1,40,1015
624,0,Lysosomal Calcium Signaling in Physiology and Pathology,0,0,1,17
625,0,Lysosomal Storage Disorders in Human Health and Disease,2,1,6,280
626,0,Macroeconomic Analysis and Policy Implications,7,6,20,799
627,0,Macroeconomic Impact of HIV/AIDS in Sub-Saharan Africa,1,0,2,22
628,0,Macromolecular Crystallography Techniques,0,0,3,171
629,0,Magnetic Particle Imaging and Ferrofluid Research,1,0,1,7
630,0,Magnetic Resonance Imaging Applications in Medicine,4,2,23,1082
631,0,Malaria,2,3,13,491
632,0,Male Circumcision for HIV Prevention and Penile Health,1,1,1,0
633,0,Male Reproductive Health,0,0,3,204
634,0,Malignant Pleural Mesothelioma Research,3,3,7,658
635,0,Mammalian Circadian Rhythms and Physiology,4,2,26,1559
636,0,Mammalian MAP Kinase Signaling Pathways,1,1,3,258
637,0,Management and Epidemiology of Infective Endocarditis,2,0,4,20
638,0,Management and Epidemiology of Pneumonia,17,12,46,6101
639,0,Management and Optimization of Blood Supply Chain,1,1,5,52
640,0,Management and Outcomes of Acute Kidney Injury,1,0,3,688
641,0,Management and Pathophysiology of Abdominal Aortic Aneurysms,0,0,4,81
642,0,Management and Pathophysiology of Acne and Rosacea,1,0,5,225
643,0,Management and Pathophysiology of Traumatic Brain Injury,3,2,7,272
644,0,Management and Reproducibility of Scientific Workflows,2,0,2,22
645,0,Management and Treatment of Hemophilia,10,5,30,767
646,0,Management and Treatment of Peripheral Arterial Disease,0,0,1,0
647,0,Management of Acute Myocardial Infarction,8,4,18,1778
648,0,Management of Cardiac Arrest and Resuscitation,2,1,4,207
649,0,Management of Cardiovascular Diseases during Pregnancy,1,0,8,369
650,0,Management of Diabetes Mellitus and Cardiovascular Risk,2,0,8,1507
651,0,Management of Diabetes Mellitus and Hypoglycemia,0,0,5,901
652,0,Management of Difficult Airway in Anesthesia Practice,1,0,1,13
653,0,Management of Febrile Neutropenia in Cancer Patients,1,0,2,17
654,0,Management of Hyperbilirubinemia in Newborn Infants,0,1,2,233
655,0,Management of Hyperkalemia in Kidney Diseases,0,0,1,22
656,0,Management of Hypertension and Cardiovascular Risk Factors,3,0,3,285
657,0,Management of Postoperative Pain and Complications,0,0,1,2
658,0,Management of Rib Fractures in Trauma Patients,1,1,3,98
659,0,Management of Spleen Trauma in Polytrauma Patients,1,0,6,127
660,0,Management of Spontaneous and Iatrogenic Hematomas,1,0,2,4
661,0,Management of Valvular Heart Disease,3,0,15,779
662,0,Management of Vascular Access in Healthcare,1,0,1,64
663,0,Management of Vascular Malformations in the Brain,1,1,9,326
664,0,Marine Biodiversity and Ecosystem Functioning,0,0,1,52
665,0,Mass Spectrometry Techniques,1,0,5,3202
666,0,Mass Spectrometry Techniques with Proteins,0,0,2,566
667,0,Materials and Methods for Hydrogen Storage,0,0,1,27
668,0,Maternal Filicide and Infanticide Research,1,1,3,147
669,0,Maternal Morbidity Associated with Pregnancy and Childbirth,0,0,1,98
670,0,Maternal and Child Nutrition in Developing Countries,3,2,12,886
671,0,Maternal and Neonatal Outcomes of Cesarean Section,0,0,2,0
672,0,Mathematical Modeling of Cancer Growth and Treatment,0,0,1,31
673,0,Mechanical Circulatory Support Systems,1,1,5,358
674,0,Mechanical Ventilation in Respiratory Failure and ARDS,4,2,10,539
675,0,Mechanics of Gecko Foot Adhesion,1,0,1,0
676,0,Mechanism Design in Auctions and Procurement Contracts,3,3,3,258
677,0,Mechanisms and Applications of RNA Interference,1,0,9,1238
678,0,Mechanisms and Implications of Ferroptosis in Cancer,0,0,1,138
679,0,Mechanisms and Management of Neuropathic Pain,0,0,2,37
680,0,Mechanisms of Alzheimer's Disease,3,3,11,316
681,0,Mechanisms of Apoptotic Cell Clearance and Immune Regulation,1,0,1,55
682,0,Mechanisms of Drug-Induced Hepatotoxicity,0,0,1,6
683,0,Mechanisms of Estrogen Receptor Signaling,3,2,11,680
684,0,Mechanisms of Intracellular Membrane Trafficking,4,3,18,1584
685,0,Mechanisms of Multidrug Resistance in Cancer,1,0,6,332
686,0,Mechanisms of Skin Aging and Photodamage,1,1,1,8
687,0,Mechanosensitive Ion Channels in Physiology and Disease,1,1,1,7
688,0,Media Bias and Political Influence,0,0,1,17
689,0,Media Framing and Agenda Setting in Communication,0,0,1,73
690,0,Medical Equipment Maintenance and Management,0,0,1,0
691,0,Medieval Philosophy and Theology in Christian Tradition,1,1,1,29
692,0,Medieval Philosophy in Islamic and Jewish Traditions,1,1,1,0
693,0,Melanoma,7,4,13,485
694,0,Mental Health and Quality of Life,1,0,1,6
695,0,Mental Health and Well-being in Veterinary Profession,1,1,1,0
696,0,Mesoporous Materials,0,0,1,169
697,0,Metabolic Acidosis in Chronic Kidney Disease,1,1,1,35
698,0,Metabolic Disorders and Biochemical Genetics,4,3,16,875
699,0,Metabolic Engineering and Synthetic Biology,0,0,2,8
700,0,Metabolic Reprogramming in Cancer Biology,1,1,11,516
701,0,Metabolic Syndrome and Cardiovascular Disease,1,1,3,142
702,0,Metabolic Theory of Ecology and Climate Change Impacts,1,0,7,220
703,0,Metabolism and Function of Arachidonic Acid Derivatives,0,0,20,531
704,0,Metabolism and Functions of Coenzyme Q,0,0,2,83
705,0,Metal-Induced Oxidative Stress and Health Effects,2,0,2,56
706,0,Metaphorical Representation of Time in Language and Cognition,2,1,2,0
707,0,Methicillin-Resistant Staphylococcus aureus Infections,1,1,8,2016
708,0,Methods for Causal Inference in Observational Studies,1,0,2,9
709,0,Methods for Evidence Synthesis in Research,0,0,3,187
710,0,Methods for Handling Missing Data in Statistical Analysis,4,2,7,28
711,0,Microarray Data Analysis and Gene Expression Profiling,1,1,2,0
712,0,Microbial Pigments and Their Applications,1,1,1,0
713,0,Microbial Transformation of Steroids,0,0,1,26
714,0,Microsurgical Reconstruction Techniques,3,1,7,712
