,author_name,bin,domain_name,first_author,author_corresponding,counts,work_citedby,Summary_Country,Summary_Institution
358,Abhinav Goyal,3,Health Sciences,2,0,15,1061,,Emory University Hospital Midtown:1;University of Alabama at Birmingham:1;University of Vermont:1;
359,Abhinav Goyal,3,Life Sciences,1,0,1,65,,
360,Abhinav Goyal,3,Social Sciences,0,0,2,179,,
361,Abhinav Goyal,4,Health Sciences,4,1,28,514,CA:1;,Clinical Research Institute:1;Providence College:1;The University of Texas Southwestern Medical Center:1;
362,Abhinav Goyal,4,Life Sciences,0,0,1,0,,Columbia University:1;
363,Abhinav Goyal,5,Health Sciences,0,1,19,262,,
364,Abhinav Goyal,5,Life Sciences,0,0,1,1,,Mayo Clinic in Arizona:2;
365,Abhinav Goyal,5,Social Sciences,0,0,3,147,,University of Miami:1;
366,Abhinav Goyal,6,Health Sciences,0,1,11,51,,Emory University Hospital:1;Mayo Clinic:1;
367,Abhinav Goyal,6,Social Sciences,0,0,6,84,,
368,Abhinav Sattiraju,6,Life Sciences,1,0,10,74,,Center for Translational Research in Neuroimaging and Data Science:9;Georgia Institute of Technology:1;
369,Abhinav Sattiraju,6,Physical Sciences,1,0,1,0,,Center for Translational Research in Neuroimaging and Data Science:1;
370,Abhinav V. Raju,5,Life Sciences,0,0,1,53,,
371,Abhinav V. Raju,6,Health Sciences,0,0,1,9,,
372,Abhishek K. Goswami,5,Health Sciences,1,0,2,1,,
373,Abhishek K. Goswami,6,Social Sciences,1,0,1,27,,
374,Abhishek Midya,6,Health Sciences,1,0,4,4,,The Wallace H. Coulter Department of Biomedical Engineering:1;
375,Abhishek Reddy,6,Social Sciences,1,1,1,0,,
376,Abhishek Tripathi,6,Health Sciences,0,0,1,0,,City of Hope:4;Oklahoma City University:1;Oklahoma State University Oklahoma City:2;
377,Abia Fazili,6,Life Sciences,0,0,2,1,,
378,Abid Anwar Ali,6,Health Sciences,0,0,1,5,PK:1;,Dow University of Health Sciences:1;
379,Abigail A. Gordon,6,Life Sciences,0,0,1,2,,
380,Abigail Aronoff,6,Life Sciences,1,1,1,0,,
381,Abigail E. Clark,6,Health Sciences,0,0,1,0,,
382,Abigail G. Matthews,6,Health Sciences,0,0,1,1,,University of Minnesota:1;
383,Abigail Galvez,6,Social Sciences,0,0,1,0,,
384,Abigail Glascock,6,Life Sciences,0,0,1,0,,University of Washington:1;
385,Abigail Grassler,6,Life Sciences,0,0,3,14,,
386,Abigail Harvey Paulos,6,Health Sciences,0,0,3,17,,
387,Abigail Hatcher,6,Health Sciences,2,0,3,4,,
388,Abigail Julian,6,Health Sciences,1,1,1,0,,
389,Abigail K. Rose,6,Health Sciences,0,0,1,0,,
390,Abigail L. H. Gray,6,Health Sciences,0,0,2,0,,
391,Abigail L. Heller,4,Social Sciences,0,0,1,8,,
392,Abigail L. Heller,6,Social Sciences,1,1,2,23,,
393,Abigail L. Paulson,6,Life Sciences,0,0,1,2,,Georgia Institute of Technology:1;The Wallace H. Coulter Department of Biomedical Engineering:1;
394,Abigail Matthews,6,Health Sciences,0,0,3,10,IE:1;,Alkermes (Ireland):1;Early Manuscripts Electronic Library:1;Emmes (United States):5;
395,Abigail McElroy,6,Life Sciences,0,0,1,0,,
396,Abigail Pepin,6,Physical Sciences,0,0,1,0,,"Rutgers, The State University of New Jersey:1;"
397,Abigail Powers,2,Social Sciences,3,0,3,223,,Washington University in St. Louis:1;
398,Abigail Powers,3,Social Sciences,1,0,2,105,,
399,Abigail Powers,4,Health Sciences,1,1,1,116,,
400,Abigail Powers,4,Life Sciences,2,0,6,717,,
401,Abigail Powers,4,Physical Sciences,0,0,1,0,,
402,Abigail Powers,4,Social Sciences,5,4,13,882,,
403,Abigail Powers,5,Health Sciences,1,1,2,51,,
404,Abigail Powers,5,Life Sciences,0,0,4,53,,
405,Abigail Powers,5,Social Sciences,1,3,17,429,,
406,Abigail Powers,6,Health Sciences,2,1,14,75,,
407,Abigail Powers,6,Life Sciences,1,0,9,79,,
408,Abigail Powers,6,Physical Sciences,0,0,1,0,,
409,Abigail Powers,6,Social Sciences,7,9,51,423,NO:1;,Emory and Henry College:1;Grady Memorial Hospital:2;Human Factors (Norway):1;
410,Abigail Vanderheiden,5,Health Sciences,4,0,8,2033,,Children's Healthcare of Atlanta:2;
411,Abigail Vanderheiden,6,Health Sciences,2,1,9,880,,Children's Healthcare of Atlanta:6;Washington University in St. Louis:1;
412,Abigail Vanderheiden,6,Life Sciences,2,0,3,45,,Children's Healthcare of Atlanta:1;
413,Abigail Willemse,6,Life Sciences,0,0,1,15,,
414,Abimbola E Arisoyin,6,Social Sciences,0,0,1,3,PK:1;,Karachi Medical and Dental College:1;
415,Abimbola Leslie,6,Social Sciences,0,0,2,25,,University of Vermont:2;
416,Abimbola O. Faloye,4,Health Sciences,1,1,1,5,,Grady Memorial Hospital:1;
417,Abimbola O. Faloye,5,Health Sciences,3,2,6,10,,Grady Memorial Hospital:2;
418,Abimbola O. Faloye,5,Social Sciences,1,0,1,3,,
419,Abimbola O. Faloye,6,Health Sciences,1,2,11,57,,
420,Abimbola O. Faloye,6,Physical Sciences,0,2,3,3,,
421,Abimbola O. Faloye,6,Social Sciences,3,3,6,22,,
422,Abinand C. Rejimon,6,Health Sciences,1,0,3,2,,Georgia Institute of Technology:1;
423,Abinash Pati,6,Social Sciences,1,1,2,1,,
424,Abiodun Kukoyi,5,Health Sciences,1,0,1,0,,
425,Abiodun Kukoyi,5,Life Sciences,2,0,3,20,,
426,Abiodun Kukoyi,6,Health Sciences,0,0,2,1,,
427,Abishag Tluang Cer,6,Life Sciences,0,0,1,0,,
428,Abla Mehio Sibai,6,Health Sciences,0,0,1,6,LB:1;,American University of Beirut:1;Massachusetts General Hospital:1;
429,Abraham G Moller,4,Life Sciences,5,0,5,4,,
430,Abraham G Moller,4,Physical Sciences,2,0,2,0,,
431,Abraham G Moller,5,Health Sciences,0,0,2,31,,
432,Abraham G Moller,5,Life Sciences,0,0,2,18,,
433,Abraham G Moller,5,Physical Sciences,2,0,2,62,,
434,Abraham G Moller,6,Health Sciences,2,0,2,3,,
435,Abraham G Moller,6,Life Sciences,0,0,3,8,,
436,Abraham G Moller,6,Physical Sciences,3,0,3,27,,
437,Abraham J. Matar,4,Health Sciences,1,0,1,3,,
438,Abraham J. Matar,5,Health Sciences,3,0,6,18,,Emory University Hospital:1;United States Congress:1;
439,Abraham J. Matar,5,Life Sciences,0,0,1,4,,Massachusetts General Hospital:1;
440,Abraham J. Matar,6,Health Sciences,9,2,13,39,,
441,Abraham J. Matar,6,Life Sciences,0,0,2,0,,
442,Abraham Marshall Nunbogu,6,Social Sciences,0,0,1,0,CA:1;,University of Waterloo:1;
443,Abraham Oshotse,6,Social Sciences,2,0,2,0,,
444,Abraham Rosenberg,0,Health Sciences,1,1,1,1,,
445,Abraham Rosenberg,6,Social Sciences,0,0,1,8,,
446,Abraham Tuachi,6,Physical Sciences,0,0,1,17,,
447,Abram Recht,2,Life Sciences,0,0,1,339,,Eastern Cooperative Oncology Group:1;
448,Abram Recht,6,Health Sciences,0,0,1,1,,St. Luke's University Health Network:1;
449,Abu Mohd Naser,4,Health Sciences,2,0,4,65,BD:1;,International Centre for Diarrhoeal Disease Research:1;
450,Abu Mohd Naser,4,Physical Sciences,0,0,1,30,BD:1;,International Centre for Diarrhoeal Disease Research:1;
451,Abu Mohd Naser,4,Social Sciences,1,0,2,21,,
452,Abu Mohd Naser,5,Health Sciences,8,4,14,267,BD:1;,International Centre for Diarrhoeal Disease Research:1;
453,Abu Mohd Naser,5,Physical Sciences,3,2,4,43,BD:1;,International Centre for Diarrhoeal Disease Research:1;
454,Abu Mohd Naser,6,Health Sciences,2,0,4,19,,University of Memphis:1;
455,Abu Mohd Naser,6,Life Sciences,0,0,2,7,,
456,Abu Syed Md Anisuzzaman,4,Health Sciences,2,0,3,22,,
457,Abu Syed Md Anisuzzaman,4,Life Sciences,1,0,1,9,,
458,Abu Syed Md Anisuzzaman,5,Health Sciences,0,0,1,1,,
459,Abu Syed Md Anisuzzaman,5,Life Sciences,1,0,1,0,,
460,Abu Syed Md Anisuzzaman,6,Life Sciences,1,0,2,21,,
461,Abubakarr A. Koroma,6,Life Sciences,0,0,2,26,,Michigan State University:1;
462,Abubaker Abdalla,6,Health Sciences,2,2,14,7,,University of Minnesota:1;
463,Abubaker Abdalla,6,Life Sciences,0,0,1,0,,
464,Abuzar Moradi Tuchayi,6,Health Sciences,2,1,2,1,,
465,Achille Castaldo,5,Social Sciences,0,0,1,0,,
466,Achille Castaldo,6,Social Sciences,0,0,1,0,,
467,Ada A. Adimora,6,Health Sciences,0,0,1,0,,University of North Carolina at Chapel Hill:2;
468,Adam A. Jamnik,6,Health Sciences,2,1,3,6,,Texas Scottish Rite Hospital for Children:1;
469,Adam B. Greenbaum,5,Health Sciences,0,0,33,396,,Emory University Hospital Midtown:1;Henry Ford Hospital:1;
470,Adam B. Greenbaum,5,Physical Sciences,0,1,3,21,,
471,Adam B. Greenbaum,6,Health Sciences,2,2,34,122,,Emory University Hospital:3;Emory University Hospital Midtown:4;Georgia Institute of Technology:1;
472,Adam B. Greenbaum,6,Physical Sciences,0,0,1,1,,
473,Adam Benjamin Morris,6,Health Sciences,0,0,1,0,,
474,Adam Bernheim,4,Health Sciences,2,1,4,116,,
475,Adam Bernheim,5,Health Sciences,1,1,6,21,,Icahn School of Medicine at Mount Sinai:3;
476,Adam Bernheim,5,Life Sciences,0,0,1,10,,
477,Adam Bernheim,6,Health Sciences,0,0,1,2,,Icahn School of Medicine at Mount Sinai:1;Stanford University:1;
478,Adam Boissonneault,4,Health Sciences,1,1,1,5,,
479,Adam Boissonneault,4,Social Sciences,0,0,1,2,,
480,Adam Boissonneault,5,Health Sciences,2,1,7,94,,
481,Adam Boissonneault,6,Health Sciences,1,0,14,17,,
482,Adam C. Berger,0,Health Sciences,2,0,2,93,,
483,Adam C. Berger,1,Health Sciences,1,0,1,34,,
484,Adam C. Berger,1,Life Sciences,0,0,1,1,,Carnegie Mellon University:1;
485,Adam C. Berger,6,Life Sciences,0,0,1,8,,
486,Adam C. Cotton,4,Life Sciences,1,0,1,4,,
487,Adam C. Cotton,5,Health Sciences,0,0,2,8,,Georgia Urology:1;
488,Adam C. Cotton,6,Health Sciences,1,1,4,39,,
489,Adam C. Cotton,6,Life Sciences,0,0,1,6,,
490,Adam C. Shaver,6,Health Sciences,1,0,2,0,,
491,Adam C. Shaver,6,Physical Sciences,0,0,1,5,,
492,Adam C. Yopp,5,Health Sciences,0,0,2,0,,The University of Texas Southwestern Medical Center:9;
493,Adam C. Yopp,5,Social Sciences,0,0,1,0,,The University of Texas Southwestern Medical Center:1;
494,Adam C. Yopp,6,Health Sciences,0,0,1,0,,The University of Texas Southwestern Medical Center:7;University of Utah:1;
495,Adam C. Yopp,6,Social Sciences,0,0,1,0,,
496,Adam D. Gracz,6,Health Sciences,0,3,7,24,,University of North Carolina at Chapel Hill:1;
497,Adam D. Gracz,6,Physical Sciences,0,0,1,0,,
498,Adam D. Singer,4,Health Sciences,1,1,1,3,,
499,Adam D. Singer,5,Health Sciences,0,0,13,273,,Emory University Hospital:3;Grady Memorial Hospital:1;
500,Adam D. Singer,5,Life Sciences,0,0,1,17,,
501,Adam D. Singer,5,Physical Sciences,0,0,1,13,,
502,Adam D. Singer,6,Health Sciences,0,0,4,5,,Emory University Hospital:2;
503,Adam D. Singer,6,Life Sciences,0,1,1,2,,
504,Adam G. de la Garza,6,Health Sciences,0,0,2,1,,
505,Adam G. de la Garza,6,Life Sciences,0,0,1,2,,
506,Adam Glynn,3,Social Sciences,2,0,2,192,,
507,Adam Glynn,4,Physical Sciences,6,0,7,292,,Harvard University Press:1;
508,Adam Glynn,4,Social Sciences,4,2,4,0,,Harvard University Press:1;
509,Adam Glynn,5,Health Sciences,0,0,12,0,,
510,Adam Glynn,5,Life Sciences,1,0,28,0,,
511,Adam Glynn,5,Physical Sciences,3,2,49,191,,
512,Adam Glynn,5,Social Sciences,6,0,71,177,,Harvard University Press:1;
513,Adam Glynn,6,Life Sciences,0,0,1,5,,
514,Adam Glynn,6,Physical Sciences,1,0,1,0,,
515,Adam Glynn,6,Social Sciences,1,1,8,206,,
516,Adam Goldman,6,Health Sciences,0,0,1,1,,Children's Healthcare of Atlanta:1;
517,Adam Goldman-Yassen,6,Health Sciences,4,1,13,30,,Children's Healthcare of Atlanta:8;
518,Adam Goldman-Yassen,6,Life Sciences,1,1,5,5,,Children's Healthcare of Atlanta:4;
519,Adam Goldman-Yassen,6,Physical Sciences,0,0,1,4,,
520,Adam Graf,6,Health Sciences,2,2,8,14,,Medical College of Wisconsin:2;Stryker (United States):1;
521,Adam Hamilton,6,Health Sciences,1,0,1,0,,
522,Adam Hoffman,6,Health Sciences,0,0,4,12,,Centers for Disease Control and Prevention:1;
523,Adam Hoffman,6,Physical Sciences,0,0,1,2,,Grady Memorial Hospital:1;
524,Adam I. Marcus,0,Health Sciences,1,0,1,98,,
525,Adam I. Marcus,0,Life Sciences,1,0,2,167,,
526,Adam I. Marcus,1,Health Sciences,1,0,1,32,,
527,Adam I. Marcus,1,Life Sciences,1,1,9,906,IN:1;,Cancer Institute (WIA):1;Piedmont Cancer Institute:1;
528,Adam I. Marcus,1,Physical Sciences,0,0,1,49,,The Wallace H. Coulter Department of Biomedical Engineering:1;University of Central Florida:1;
529,Adam I. Marcus,2,Health Sciences,1,2,7,350,,Grady Memorial Hospital:1;
530,Adam I. Marcus,2,Life Sciences,0,0,7,222,,
531,Adam I. Marcus,2,Physical Sciences,0,0,2,81,,University of Central Florida:1;
532,Adam I. Marcus,3,Health Sciences,1,1,9,344,,
533,Adam I. Marcus,3,Life Sciences,0,2,16,538,,Oglethorpe University:1;Piedmont Cancer Institute:1;
534,Adam I. Marcus,4,Health Sciences,0,1,8,341,,
535,Adam I. Marcus,4,Life Sciences,0,1,20,380,,
536,Adam I. Marcus,4,Physical Sciences,0,0,2,0,,
537,Adam I. Marcus,5,Health Sciences,0,1,11,93,,
538,Adam I. Marcus,5,Life Sciences,0,2,9,307,,
539,Adam I. Marcus,5,Physical Sciences,0,0,3,7,,
540,Adam I. Marcus,6,Health Sciences,0,1,7,3,,
541,Adam I. Marcus,6,Life Sciences,0,3,14,13,,
542,Adam J. Folbe,6,Health Sciences,0,0,1,1,,Beaumont Health:1;Oakland University:2;
543,Adam J. Milam,6,Health Sciences,1,0,1,0,,"Mayo Clinic Hospital:1;Mayo Clinic in Florida:2;University of California, Los Angeles:1;"
544,Adam J. Perricone,4,Health Sciences,1,0,2,4,,
545,Adam J. Perricone,5,Health Sciences,1,0,4,69,,
546,Adam J. Perricone,6,Health Sciences,0,0,7,15,,
547,Adam J. Schwarz,6,Health Sciences,0,0,1,0,,Children's Hospital of Orange County:3;Northwestern University:1;
548,Adam Jarvie,6,Health Sciences,0,0,1,9,,
549,Adam Jones,6,Social Sciences,1,1,1,0,,
550,Adam K. Glaser,6,Health Sciences,0,0,1,0,,Georgia Institute of Technology:1;University of Washington:1;
551,Adam Kosti,6,Life Sciences,0,0,1,3,,
552,Adam L. Boxer,6,Health Sciences,0,0,1,0,,"University Memory and Aging Center:2;University of California, San Francisco:4;University of San Francisco:1;"
553,Adam M. Hamilton,5,Health Sciences,0,0,2,270,,
554,Adam M. Hamilton,5,Life Sciences,0,0,1,0,,
555,Adam M. Hamilton,6,Health Sciences,2,0,2,3,,
556,Adam M. Hamilton,6,Life Sciences,0,0,1,6,,
557,Adam M. Hanif,4,Health Sciences,0,0,2,12,,Atlanta VA Health Care System:1;Atlanta VA Medical Center:1;Emory Eye Center:1;
558,Adam M. Hanif,4,Life Sciences,2,0,5,71,,Atlanta VA Medical Center:5;
559,Adam M. Hanif,5,Health Sciences,3,0,7,126,,Virginia Mason Medical Center:1;
560,Adam M. Hanif,5,Life Sciences,1,0,2,60,,Atlanta VA Medical Center:1;
561,Adam M. Hanif,6,Life Sciences,0,0,1,3,,
562,Adam M. Klein,1,Health Sciences,2,0,2,43,,
563,Adam M. Klein,2,Health Sciences,1,1,7,282,,Emory University Hospital Midtown:1;
564,Adam M. Klein,2,Life Sciences,0,0,1,5,,
565,Adam M. Klein,3,Health Sciences,0,0,9,140,,
566,Adam M. Klein,3,Social Sciences,0,0,2,0,,
567,Adam M. Klein,4,Health Sciences,1,4,7,137,,
568,Adam M. Klein,4,Social Sciences,0,0,1,1,,
569,Adam M. Klein,5,Health Sciences,0,3,6,58,,
570,Adam M. Klein,6,Health Sciences,1,4,15,224,,
571,Adam M. Staffaroni,6,Health Sciences,0,0,1,0,,"University Memory and Aging Center:1;University of California, San Francisco:1;"
572,Adam Mitchell,4,Health Sciences,5,1,6,15,,
573,Adam Mitchell,4,Life Sciences,4,0,6,204,,
574,Adam Mitchell,5,Health Sciences,0,0,1,0,,
575,Adam Mitchell,6,Health Sciences,0,0,3,2,,Emory University Hospital:1;
576,Adam Mitchell,6,Life Sciences,0,0,1,1,,
577,Adam N. Trautwig,6,Health Sciences,1,0,1,0,,
578,Adam N. Trautwig,6,Physical Sciences,0,0,1,0,,
579,Adam P. Ostendorf,6,Health Sciences,1,0,2,37,,Nationwide Children's Hospital:11;Phoenix Children's Hospital:1;
580,Adam Prater,2,Health Sciences,0,0,1,22,,
581,Adam Prater,3,Health Sciences,0,0,1,24,,
582,Adam Prater,4,Health Sciences,2,1,7,114,,Emory University Hospital:1;
583,Adam Prater,5,Health Sciences,1,0,11,416,,Augusta University:1;
584,Adam Prater,5,Physical Sciences,0,0,1,0,,
585,Adam Prater,5,Social Sciences,0,0,1,6,,Grady Memorial Hospital:1;
586,Adam Prater,6,Health Sciences,0,0,8,77,,Grady Memorial Hospital:3;
587,Adam R. Ferguson,6,Health Sciences,0,0,1,2,,Neurological Surgery:1;
588,Adam Rowe,6,Health Sciences,0,0,2,407,,Baltimore City Health Department:1;New York State Department of Health:2;
589,Adam S. Barnett,6,Physical Sciences,0,0,1,2,,Duke University:1;
590,Adam S. Dickey,5,Health Sciences,1,1,1,5,,
591,Adam S. Dickey,5,Life Sciences,2,1,2,7,,
592,Adam S. Dickey,6,Health Sciences,6,5,11,29,,
593,Adam S. Dickey,6,Life Sciences,0,0,1,17,,
594,Adam S. Lauring,6,Health Sciences,0,0,1,86,,Beth Israel Deaconess Medical Center:1;University of Michigan–Ann Arbor:30;
595,Adam S. Wilk,4,Health Sciences,3,3,5,81,,National Center for Health Statistics:1;
596,Adam S. Wilk,4,Social Sciences,2,2,3,18,,
597,Adam S. Wilk,5,Health Sciences,3,2,6,95,,
598,Adam S. Wilk,5,Life Sciences,0,0,1,0,,
599,Adam S. Wilk,5,Social Sciences,2,2,7,75,,
600,Adam S. Wilk,6,Health Sciences,6,4,15,45,,Georgia Department of Public Health:1;
601,Adam S. Wilk,6,Social Sciences,2,0,6,23,,Indiana University – Purdue University Indianapolis:1;
602,Adam Said,6,Life Sciences,0,0,1,1,,Johns Hopkins University:1;
603,Adam Salazar,6,Physical Sciences,0,0,1,1,,
604,Adam Schell,6,Health Sciences,0,0,3,16,,
605,Adam Sole,6,Health Sciences,0,0,1,7,,
606,Adam Spandorfer,6,Health Sciences,2,0,3,1,,
607,Adam Spandorfer,6,Life Sciences,2,0,2,0,,
608,Adam Stevens,6,Health Sciences,0,0,1,0,,
609,Adam Webb,2,Health Sciences,4,1,5,188,,
610,Adam Webb,3,Health Sciences,1,0,5,115,,
611,Adam Webb,5,Health Sciences,0,0,2,29,,
612,Adam Webb,6,Health Sciences,0,0,3,4,,Nationwide Children's Hospital:1;
613,Adam Willats,6,Life Sciences,0,0,1,2,,
614,Adam Williams,6,Health Sciences,0,0,1,0,,Duke University:1;University of Kansas:1;
615,Adam de Havenon,6,Health Sciences,1,0,1,1,,Boston University:1;University of Utah:4;Washington University in St. Louis:1;
616,Adam de Havenon,6,Social Sciences,1,0,2,14,,The Ohio State University:1;University of Colorado Denver:1;
617,AdamM Klein,6,Health Sciences,1,1,1,0,,
618,Adan Oviedo,5,Health Sciences,1,0,1,14,,
619,Adan Oviedo,6,Health Sciences,1,0,1,3,,
620,Adaora A. Adimora,4,Health Sciences,0,0,1,7,CA:1;,"Impact:1;University of California, San Francisco:1;University of North Carolina at Chapel Hill:16;"
621,Adaora A. Adimora,5,Health Sciences,0,0,1,0,,University of North Carolina Health Care:2;University of North Carolina at Chapel Hill:42;
622,Adaora A. Adimora,6,Health Sciences,0,0,1,0,,National Institutes of Health:1;University of North Carolina Health Care:3;University of North Carolina at Chapel Hill:76;
623,Adarsh Char,6,Health Sciences,0,0,2,0,,
624,Adebola G Adedeji,6,Social Sciences,0,0,1,8,,University of Connecticut:1;
625,Adeboya O. Osunkoya,2,Health Sciences,0,0,1,22,,
626,Adeboya O. Osunkoya,3,Health Sciences,0,0,3,1,,Atlanta VA Medical Center:3;
627,Adeboya O. Osunkoya,4,Health Sciences,0,0,1,0,,Atlanta VA Medical Center:1;
628,Adeboya O. Osunkoya,5,Health Sciences,0,0,2,0,,
629,Adeboya O. Osunkoya,6,Health Sciences,0,0,1,6,,Atlanta VA Medical Center:1;
630,Adeboye O. Osunkoya,1,Health Sciences,3,1,4,109,,University of Alabama at Birmingham:1;
631,Adeboye O. Osunkoya,1,Life Sciences,0,0,1,66,,
632,Adeboye O. Osunkoya,2,Health Sciences,2,4,17,452,,Atlanta VA Medical Center:1;Medical University of South Carolina:1;
633,Adeboye O. Osunkoya,2,Life Sciences,2,2,6,476,,Atlanta VA Medical Center:1;
634,Adeboye O. Osunkoya,3,Health Sciences,3,6,29,1134,,Emory Healthcare:1;Grady Memorial Hospital:1;Veterans Health Administration:2;
635,Adeboye O. Osunkoya,3,Life Sciences,0,1,7,531,,Emory Healthcare:1;Moffitt Cancer Center:1;
636,Adeboye O. Osunkoya,3,Physical Sciences,0,0,5,202,,
637,Adeboye O. Osunkoya,4,Health Sciences,1,4,29,768,,Atlanta VA Medical Center:2;Emory Healthcare:1;Veterans Health Administration:1;
638,Adeboye O. Osunkoya,4,Life Sciences,0,1,8,175,,
639,Adeboye O. Osunkoya,5,Health Sciences,1,8,35,1290,,Atlanta VA Medical Center:1;Emory Healthcare:1;Emory University Hospital:2;
640,Adeboye O. Osunkoya,5,Life Sciences,0,0,2,28,,
641,Adeboye O. Osunkoya,6,Health Sciences,0,11,52,241,,Veterans Health Administration:4;
642,Adeboye O. Osunkoya,6,Life Sciences,0,1,13,137,,
643,Adedoyin Akinlonu,5,Health Sciences,0,0,1,1,,
644,Adedoyin Akinlonu,5,Life Sciences,0,0,1,0,,
645,Adedoyin Akinlonu,6,Health Sciences,1,1,1,1,,New York Medical College:1;
646,Adedoyin Akinlonu,6,Life Sciences,1,0,1,0,,
647,Adedoyin Olawoye,6,Health Sciences,0,0,1,13,,St. Luke's Hospital:1;
648,Adeela V. Ali,6,Health Sciences,0,0,1,0,,
649,Adegboyega O. Olayode,6,Health Sciences,1,0,1,0,,
650,Adegboyega O. Olayode,6,Physical Sciences,1,0,1,0,,
651,Adeiye A. Pilgrim,4,Health Sciences,0,0,1,13,,
652,Adeiye A. Pilgrim,5,Health Sciences,2,0,7,25,,Center for Cancer and Blood Disorders:2;Children's Healthcare of Atlanta:1;
653,Adeiye A. Pilgrim,6,Health Sciences,2,0,6,17,,Center for Cancer and Blood Disorders:1;Children's Healthcare of Atlanta:1;
654,Adekunle E Omole,6,Health Sciences,0,0,1,0,,Rosalind Franklin University of Medicine and Science:1;
655,Adelaida B. Perez,6,Life Sciences,0,0,1,0,,
656,Adele N. Strother,6,Social Sciences,0,0,1,0,,
657,Adele Strother,6,Social Sciences,0,0,1,0,,
658,Adeniyi Kayode Busari,3,Health Sciences,0,0,1,0,,
659,Adeniyi Kayode Busari,3,Physical Sciences,0,0,1,1,,
660,Adeniyi Kayode Busari,5,Physical Sciences,0,0,1,7,,
661,Adeniyi Kayode Busari,6,Health Sciences,0,0,4,6,,
662,Adeniyi Kayode Busari,6,Social Sciences,0,0,1,0,,
663,Adeola Michael,6,Health Sciences,0,0,1,0,,Center for Cancer and Blood Disorders:1;
664,Adeola O. Adebayo Michael,6,Health Sciences,1,0,1,0,,
665,Adeola O. Adebayo Michael,6,Social Sciences,0,0,1,4,,
666,Adeolu Aromolaran,6,Health Sciences,1,0,1,0,,
667,Adeoluwa Adegbosin,6,Social Sciences,0,0,1,8,,University of Connecticut:1;
668,Adesewa Abolurin,6,Social Sciences,0,0,1,8,,University of Connecticut:1;
669,Adesuwa Akhetuamhen,6,Health Sciences,1,1,1,0,,
670,Adeyemi Daramola,6,Life Sciences,0,0,1,0,,
671,Adeyinka Adeniyi,6,Physical Sciences,0,0,1,1,,
672,Adiiya Rali,6,Life Sciences,0,0,1,0,,Emory Eye Center:1;
673,Adil Ali,6,Health Sciences,1,0,14,19,,
674,Adil Khan,6,Health Sciences,0,0,1,0,,
675,Adil S. Ahmed,6,Health Sciences,3,0,11,33,,Baylor College of Medicine:1;Stryker (United States):1;
676,Adil S. Ahmed,6,Social Sciences,1,0,1,0,,
677,Adina Alazraki,2,Health Sciences,1,0,4,62,,Children's Healthcare of Atlanta:2;
678,Adina Alazraki,2,Life Sciences,0,0,2,40,,
679,Adina Alazraki,3,Health Sciences,0,1,5,74,,
680,Adina Alazraki,3,Life Sciences,0,0,1,25,,Children's Healthcare of Atlanta:1;
681,Adina Alazraki,3,Social Sciences,1,0,1,3,,Children's Healthcare of Atlanta:1;
682,Adina Alazraki,4,Health Sciences,0,1,12,170,,Children's Healthcare of Atlanta:4;
683,Adina Alazraki,4,Life Sciences,0,0,1,47,,Children's Healthcare of Atlanta:2;
684,Adina Alazraki,5,Health Sciences,1,2,16,537,,Children's Healthcare of Atlanta:18;
